IP LOGLOG
DP 245.69164629827907 0.0002459446572979445
DP 246.82684522556926 0.000244263697163808
DP 247.96728925021588 0.0002425935235968679
DP 249.11300260677885 0.00024093407169204888
DP 250.26400964179186 0.00023928527691065846
DP 251.42033481427973 0.00023764707507844057
DP 252.58200269627847 0.0002360194023836387
DP 253.74903797335702 0.0002344021953750705
DP 254.92146544514233 0.0002327953909602102
DP 256.09931002584585 0.0002311989264032814
DP 257.28259674479335 0.00022961273932335988
DP 258.4713507469564 0.00022803676769248552
DP 259.6655972934871 0.00022647094983378356
DP 260.8653617622548 0.0002249152244195957
DP 262.07066964838515 0.0002233695304696204
DP 263.2815465648021 0.00022183380734906263
DP 264.498018242772 0.00022030799476679348
DP 265.7201105324505 0.00021879203277351737
DP 266.9478494034321 0.00021728586175995076
DP 268.18126094530146 0.00021578942245500823
DP 269.42037136818834 0.0002143026559239987
DP 270.66520700332416 0.00021282550356683052
DP 271.91579430360173 0.0002113579071162254
DP 273.17215984413764 0.00020989980863594167
DP 274.4343303228365 0.00020845115051900572
DP 275.7023325609584 0.00020701187548595454
DP 276.97619350368905 0.00020558192658308403
DP 278.25594022071243 0.0002041612471807084
DP 279.5415999067856 0.0002027497809714277
DP 280.8331998823172 0.00020134747196840421
DP 282.1307675939472 0.00019995426450364735
DP 283.4343306151309 0.0001985701032263076
DP 284.7439166467246 0.000197194933100978
DP 286.05955351757416 0.00019582869940600644
DP 287.38126918510653 0.00019447134773181355
DP 288.7090917359236 0.00019312282397922223
DP 290.04304938639916 0.00019178307435779323
DP 291.3831704832787 0.00019045204538416973
DP 292.7294835042816 0.00018912968388043146
DP 294.0820170587063 0.00018781593697245538
DP 295.4407998880381 0.00018651075208828672
DP 296.80586086656024 0.000185214076956516
DP 298.1772290019672 0.00018392585960466608
DP 299.55493343598135 0.00018264604835758648
DP 300.93900344497206 0.00018137459183585616
DP 302.3294684405778 0.0001801114389541946
DP 303.72635797033115 0.00017885653891988026
DP 305.1297017182869 0.00017760984123117788
DP 306.53952950565264 0.00017637129567577286
DP 307.9558712914226 0.00017514085232921492
DP 309.3787571730138 0.0001739184615533682
DP 310.8082173869064 0.00017270407399487021
DP 312.2442823092856 0.00017149764058359808
DP 313.68698245668776 0.00017029911253114313
DP 315.1363484866478 0.00016910844132929278
DP 316.59241119835224 0.00016792557874851995
DP 318.05520153329195 0.00016675047683648156
DP 319.5247505759212 0.00016558308791652203
DP 321.0010895543172 0.00016442336458618733
DP 322.48424984084414 0.0001632712597157446
DP 323.97426295281974 0.00016212672644670998
DP 325.4711605531848 0.00016098971819038455
DP 326.97497445117665 0.00015986018862639592
DP 328.48573660300445 0.00015873809170124933
DP 330.0034791125284 0.00015762338162688517
DP 331.5282342319425 0.00015651601287924337
DP 333.06003436245885 0.0001554159401968365
DP 334.5989120549973 0.0001543231185793283
DP 336.1449000108766 0.00015323750328612135
DP 337.6980310825091 0.00015215904983495064
DP 339.25833827409934 0.00015108771400048466
DP 340.82585474234514 0.0001500234518129343
DP 342.4006137971424 0.00014896621955666739
DP 343.9826489022925 0.00014791597376883185
DP 345.5719936762138 0.00014687267123798535
DP 347.16868189265614 0.0001458362690027311
DP 348.77274748141775 0.0001448067243503625
DP 350.3842245290674 0.0001437839948155121
DP 352.003147279668 0.0001427680381788105
DP 353.6295501355042 0.00014175881246554975
DP 355.26346765781415 0.0001407562759443542
DP 356.90493456752296 0.00013976038712585923
DP 358.5539857459816 0.00013877110476139492
DP 360.21065623570706 0.00013778838784167844
DP 361.87498124112795 0.0001368121955955109
DP 363.54699612933194 0.00013584248748848331
DP 365.22673643081754 0.00013487922322168728
DP 366.9142378402493 0.00013392236273043306
DP 368.60953621721586 0.00013297186618297448
DP 370.31266758699263 0.00013202769397923966
DP 372.02366814130676 0.00013108980674956877
DP 373.7425742391064 0.00013015816535345828
DP 375.4694224073336 0.00012923273087831117
DP 377.20424934169984 0.00012831346463819442
DP 378.94709190746664 0.00012740032817260173
DP 380.69798714022863 0.00012649328324522365
DP 382.4569722466999 0.0001255922918427238
DP 384.224084605506 0.00012469731617352023
DP 385.99936176797684 0.0001238083186665754
DP 387.78284145894565 0.00012292526197018962
DP 389.5745615775503 0.00012204810895080292
DP 391.3745601980384 0.00012117682269180218
DP 393.1828755705769 0.00012031136649233376
DP 394.9995461220644 0.00011945170386612385
DP 396.82461045694805 0.00011859779854030328
DP 398.6581073580441 0.00011774961445423924
DP 400.50007578736114 0.00011690711575837328
DP 402.3505548869292 0.00011607026681306404
DP 404.2095839796307 0.00011523903218743761
DP 406.07720257003655 0.00011441337665824252
DP 407.95345034524513 0.00011359326520871112
DP 409.83836717572615 0.00011277866302742696
DP 411.7319931161678 0.00011196953550719757
DP 413.63436840632744 0.00011116584824393407
DP 415.54553347188755 0.00011036756703553477
DP 417.46552892531366 0.00010957465788077666
DP 419.39439556671863 0.00010878708697821074
DP 421.33217438472883 0.00010800482072506451
DP 423.27890655735496 0.00010722782571614919
DP 425.2346334528682 0.00010645606874277292
DP 427.1993966306779 0.00010568951679165984
DP 429.1732378422157 0.00010492813704387422
DP 431.1561990318227 0.0001041718968737504
DP 433.14832233763997 0.00010342076384782867
DP 435.149650092505 0.00010267470572379581
DP 437.16022482485045 0.00010193369044943206
DP 439.1800892596086 0.00010119768616156267
DP 441.20928631911886 0.00010046666118501553
DP 443.2478591240397 9.974058403158399e-05
DP 445.29585099426555 9.901942339899479e-05
